time,open,high,low,close,EMA,EMA,EMA,EMA
1495411200,2056.99,2298,1975,2123.29,1498.1025371777005,1847.2390552450895,1921.0907226326992,1975.4910612240926
1495497600,2123.29,2283,2100.86,2272.75,1520.4306608499255,1886.674904495791,1966.0238953809883,2024.757374149395
1495584000,2272.74,2474.69,2266.51,2432.97,1547.2988515338568,1941.8270609963922,2034.1830297407687,2107.4182494329298
1495670400,2432.96,2806,2253.15,2355,1578.9296068362191,2011.988909425479,2122.80013424282,2215.93216628862
1495756800,2362.17,2683.18,2052.01,2272.7,1606.9024780206398,2062.0147795075536,2175.9934377444156,2264.67811085908
1495843200,2276.46,2353.35,1913.19,2099.99,1630.8152466627598,2092.6498110064745,2198.3193404678786,2268.6054072393868
1495929600,2099.99,2342.99,2099.86,2232.78,1647.5714878533756,2093.698409434121,2176.4683759194613,2212.4002714929243
1496016000,2237,2357.86,2141.12,2279.48,1668.6225061443265,2114.1700652292466,2189.919847937359,2220.6001809952827
1496102400,2279.18,2336.88,2112.31,2191.58,1690.4281309248863,2137.7429130536398,2209.7554372846125,2240.1267873301886
1496188800,2191.6,2338.91,2173.8,2303.29,1708.3271262489975,2145.4367826174057,2205.7208956658096,2223.951191553459
1496275200,2303.61,2488,2302,2419.99,1729.5872288829619,2168.032956529205,2227.4740299622963,2250.504127702306
1496361600,2419.98,2478.99,2379.44,2478.99,1754.2441135657132,2204.025391310747,2270.2531344151193,2306.9960851348706
1496448000,2478.99,2599,2448,2548.05,1780.1278952240805,2243.306049694926,2316.639104545093,2364.3273900899135
1496534400,2548.3,2556.1,2469.98,2521.36,1807.5626132517918,2286.8766140242224,2368.119303535072,2425.6515933932756
1496620800,2521.43,2698,2517.02,2698,1833.0578770642278,2320.3842405921905,2402.188347193945,2457.5777289288503
1496707200,2698,2938.55,2674.69,2871.29,1863.9486671690768,2374.3293490790206,2467.924270039735,2537.718485952567
1496793600,2871.29,2885,2598.7,2685.64,1899.9251433416098,2445.3237277820176,2557.561098919794,2648.9089906350446
1496880000,2690.02,2808.78,2611.41,2799.73,1928.1428167936951,2480.280338098872,2586.996410270951,2662.612660423363
1496966400,2799.76,2861.58,2786.2,2811.39,1959.272001908206,2525.920289799033,2634.2772079885176,2708.3284402822424
1497052800,2811.37,2942.04,2801.25,2931.15,1989.704073268627,2566.6988198277427,2673.631161768847,2742.6756268548284
1497139200,2931.16,2998.99,2881,2998.98,2023.327499223319,2618.7647027094936,2730.859792486881,2805.503751236552
1497225600,2998.98,2999.99,2463.89,2655.71,2058.1722313939144,2673.0811737509944,2790.4420608231294,2869.995834157701
1497312000,2654.36,2798.99,2649.47,2709.01,2079.4646517012748,2670.4067203579953,2760.201602862434,2798.1172227718007
1497398400,2709.02,2827,2330,2432.21,2101.948771283372,2675.922903163996,2748.8279133374485,2768.4181485145336
1497484800,2432.21,2525,2050,2409.98,2113.7438151661086,2641.106774140568,2678.4683770402376,2656.348765676356
1497571200,2409.98,2524.65,2287.84,2480.43,2124.323678910176,2608.0886635490583,2618.804293253518,2574.2258437842374
1497657600,2480.44,2679.24,2413.96,2634.94,2137.0421189490985,2589.8531401849073,2588.0566725305143,2542.963895856158
1497744000,2634.94,2670,2455.01,2515.25,2154.8241861294878,2596.2941201584918,2598.4751897459555,2573.6225972374386
1497830400,2515.25,2597,2481.92,2596.98,2167.6965366248633,2584.716388707279,2579.980703135743,2554.1650648249592
1497916800,2596.99,2776.95,2585.42,2725.08,2183.028446031118,2586.469761749096,2583.760546883356,2568.4400432166394
1498003200,2725.11,2781.59,2559.51,2643.35,2202.3885015300066,2606.2755100706536,2615.171536464832,2620.663362144426
1498089600,2643.33,2724.69,2598,2679.99,2218.136412189649,2611.5690086319887,2621.4289728059807,2628.218908096284
1498176000,2679.93,2743,2665,2690.76,2234.629040325733,2621.3348645417045,2634.4292010713184,2645.455938730856
1498262400,2690.76,2718.37,2503.05,2574.84,2250.9194317426713,2631.2527410357466,2646.9471563888033,2660.557292487237
1498348800,2574.86,2625,2430.05,2505.61,2262.4887377518617,2623.1966351734973,2630.9277883024024,2631.9915283248247
1498435200,2505.61,2563.9,2258.34,2407.91,2271.1716399750094,2606.398544434426,2603.0793909018685,2589.86435221655
1498521600,2407.91,2575.75,2264,2575.75,2276.0551528330448,2578.043038086651,2559.7084151458976,2529.2129014776997
1498608000,2573.22,2605,2457,2553.12,2286.6681830890075,2577.354032645701,2562.71098955792,2543.8819343184664
1498694400,2553.13,2591.98,2506.1,2530,2296.1846765501145,2573.893456553458,2560.5818807672713,2546.9646228789775
1498780800,2531.16,2554.01,2446.2,2455.19,2304.5766523876105,2567.788677045821,2554.043685041211,2541.6964152526516
1498867200,2455.19,2515,2400,2423.63,2309.9557005166243,2551.7031517535606,2532.0761994764975,2512.860943501768
1498953600,2424.08,2545,2385,2516.66,2314.0315683553163,2533.4712729316234,2508.0770440372758,2483.2672956678452
1499040000,2515.37,2584.78,2479.75,2542.41,2321.2222266283406,2530.8853767985343,2509.6977009178813,2493.9681971118966
1499126400,2542.41,2636.1,2542.18,2602,2329.121789963043,2532.531751541601,2516.9671007139077,2510.1154647412645
1499212800,2602,2630.24,2551.06,2616.96,2338.8674403215055,2542.455787035658,2535.8633005552615,2540.743643160843
1499299200,2616.96,2623.54,2580.69,2604.84,2348.79931745288,2553.099246030564,2553.884789320759,2566.149095440562
1499385600,2604.89,2607.61,2472,2501.15,2357.9454132581345,2560.4979251690547,2565.2192805828126,2579.0627302937082
1499472000,2501.15,2563.5,2471.22,2561.11,2363.05986278463,2552.019650144904,2550.981662675521,2553.0918201958057
1499558400,2560.84,2579.84,2500,2508.99,2370.12343911375,2553.2797001242034,2553.172404303183,2555.6745467972037
1499644800,2508,2523,2250,2331.05,2375.047602002545,2546.8111715350315,2543.134092235809,2539.7830311981356
1499731200,2330.93,2410,2265,2310.01,2373.4719733595966,2515.971004172884,2495.9776272945182,2470.16535413209
1499817600,2309.62,2415,2250,2383.42,2371.1915457396112,2486.4922892910436,2454.56482122907,2416.65023608806
1499904000,2384.35,2416.79,2308.14,2340,2371.661490534625,2471.9005336780374,2438.96152762261,2405.883490725373
1499990400,2340,2349.28,2150,2217.24,2370.5307230155313,2453.057600295461,2416.9700770398076,2383.9223271502487
1500076800,2217.02,2224.82,1964.31,1964.31,2365.048197193548,2419.337943110395,2372.536726586517,2328.288218100166
1500163200,1964.33,2043.94,1758.2,1911.78,2350.736833008064,2354.3368083803384,2281.8241206784023,2206.9688120667774
1500249600,1911.79,2238.07,1909.58,2235.19,2335.0601604006333,2291.115835754576,2199.5943160832016,2108.575874711185
1500336000,2235.14,2393.43,2134.37,2308.15,2331.4915832434676,2283.1192877896365,2207.493356953601,2150.763916474123
1500422400,2307.48,2396,2216,2258.99,2330.6340266990583,2286.5993895339743,2229.712610963912,2203.0026109827486
1500508800,2258.99,2957,2258.99,2873.48,2328.075311459806,2282.655191029121,2236.218697416376,2221.665073988499
1500595200,2873.45,2880,2608.27,2657.45,2347.55297890767,2367.054449453532,2377.82565354607,2438.9267159923324
1500681600,2661.05,2869.88,2646.95,2825.27,2358.7493010895387,2409.0538138173133,2440.764397202499,2512.967810661555
1500768000,2825.27,2848,2691,2754.28,2375.4107546220553,2468.5132689862685,2526.210086713055,2617.068540441037
1500854400,2755.19,2799.2,2726.8,2762.26,2388.974299099839,2509.467087702516,2577.0945118879317,2663.109026960691
1500940800,2761.68,2782.44,2449.69,2564,2402.2852169891303,2545.4975037450135,2618.113509246169,2695.966017973794
1501027200,2564,2614,2403,2525.99,2408.0607449538043,2548.1407174957258,2606.0882849692425,2651.9773453158627
1501113600,2525.98,2686.2,2514.1,2664.99,2412.27214691974,2544.974900710622,2588.2864438649663,2609.978230210575
1501200000,2664.99,2825.11,2655.55,2786.07,2421.297784529749,2562.119914894819,2605.3316785616403,2628.31548680705
1501286400,2786.07,2790.99,2656,2700.21,2434.3253636536865,2594.112784195559,2645.495749992387,2680.9003245380336
1501372800,2700.2,2739.98,2500,2723.99,2443.8208863803407,2609.2681007390506,2657.652249994079,2687.333549692022
1501459200,2723.99,2900,2700,2856.88,2453.8269261524715,2625.6569434906146,2672.393972217617,2699.552366461348
1501545600,2856.89,2925,2676.01,2732.59,2468.2220359327403,2658.6902372776694,2713.393089502591,2751.998244307565
1501632000,2731.6,2758.06,2650,2699.9,2477.628391792285,2669.105917666574,2717.4390696131263,2745.1988295383767
1501718400,2699.9,2799,2699.89,2787.02,2485.566663513989,2673.505072285635,2713.541498587987,2730.099219692251
1501804800,2787.05,2877.79,2760,2857.34,2496.3339255313467,2689.72577624483,2729.87672112399,2749.0828131281673
1501891200,2857.34,3335,2857.34,3243.49,2509.2269996195128,2713.6706653527112,2758.201894207548,2785.168542085445
1501977600,3243.5,3278.42,3150,3222.22,2535.4510353473875,2789.360570302324,2866.045917716982,2937.94569472363
1502064000,3222.22,3416,3190,3398.23,2559.978498370695,2851.1976316877062,2945.195713779875,3032.70379648242
1502150400,3398.23,3489,3349.91,3422.43,2589.916052000313,2929.3451128751767,3045.8699996065693,3154.5458643216134
1502236800,3423.28,3428.29,3232.62,3342.8,2619.6790501431587,2999.9072396072943,3129.7388885828873,3244.123909547742
1502323200,3342.8,3448,3317,3444.98,2645.504798352332,3048.891919663395,3177.0858022311345,3277.015939698495
1502409600,3444.98,3725,3416.86,3656.15,2674.057484125463,3105.475931140053,3236.6178461797713,3333.0039597989967
1502496000,3656.14,3974,3622.87,3874,2709.1318596924107,3184.142226691474,3329.8449914731555,3440.715973199331
1502582400,3874,4200,3850,4060.47,2750.7342932748247,3282.6933371641207,3450.768326701343,3585.1439821328872
1502668800,4060.47,4328,3985.01,4320.6,2797.5105685150097,3393.804288997818,3586.257587434378,3743.5859880885914
1502755200,4320.53,4434.42,3807.14,4159.93,2851.9041196394737,3526.1936762838436,3749.4292346711827,3935.9006587257277
1502841600,4159.93,4385.5,3928.82,4370.01,2898.6193296523497,3616.727436814723,3840.6516269664753,4010.5771058171517
1502928000,4370.01,4469,4180,4280.01,2951.1689964504803,3724.339231555477,3958.2868209739254,4130.388070544768
1503014400,4280.01,4350,3960.47,4101.72,2998.627603720106,3803.7207699046944,4029.7808607574975,4180.262047029845
1503100800,4101.72,4186.1,4000,4157.41,3038.0237607301024,3846.292088489738,4045.7673361447205,4154.081364686564
1503187200,4157.41,4190.21,4044.52,4050.99,3078.0018407040275,3890.7375044197756,4070.5768170014494,4155.190909791042
1503273600,4050.99,4089.99,3950.88,4002,3112.7514178217407,3913.6307180740932,4066.224191001127,4120.457273194028
1503360000,4002,4145,3583.46,4092,3144.5102957566787,3926.2549012063655,4051.9521485564323,4080.971515462685
1503446400,4092,4247.88,4058.26,4143.49,3178.349213765369,3949.932772462599,4060.8516710994472,4084.6476769751234
1503532800,4142.5,4349.99,4112.76,4312.03,3212.7831704166056,3977.4423763965137,4078.995744188459,4103.931784650083
1503619200,4312.03,4453.9,4284.01,4360,3252.0419857588695,4025.2406083398687,4130.781134368802,4173.297856433388
1503705600,4360,4374.39,4260.01,4344.32,3291.61191483891,4073.06337857703,4181.718660064624,4235.531904288925
1503792000,4344.32,4392,4309.87,4340.11,3329.208632166092,4111.814324494597,4217.852291161374,4271.794602859283
1503878400,4343.5,4396,4200,4384.99,3365.4333238744457,4144.912278138226,4245.774004236624,4295.696401906189
1503964800,4384.99,4656.83,4350,4599,3401.846062307501,4179.20909554705,4276.710892184041,4325.460934604126
1504051200,4599.01,4635.21,4500.55,4581.98,3444.6019172250903,4239.180653326043,4348.332916143143,4416.6439564027505
1504137600,4581.98,4769.03,4580.84,4743.94,3485.22256303848,4288.15198856518,4400.254490333556,4471.755970935167
1504224000,4743.94,4948,4706,4947.99,3530.1767572156773,4353.264561627297,4476.62904803721,4562.483980623445
1504310400,4948,4980,4500,4649.99,3580.813301600832,4438.226767109111,4581.378148473385,4690.98932041563
1504396800,4642.39,4749.99,4524,4626.05,3618.726755115088,4467.392943236381,4594.9363377015225,4674.7895469437535
1504483200,4626.05,4628.05,4234.16,4498.25,3654.702585289549,4490.058237059755,4601.850484878962,4658.543031295836
1504569600,4498.46,4514.95,4242.38,4432.51,3684.836778672065,4491.258488908361,4578.874821572525,4605.182020863891
1504656000,4432.51,4692,4431,4616.18,3711.5393937194913,4482.865847635738,4546.34930566752,4547.624680575927
1504742400,4616.18,4665.44,4475.01,4624.18,3743.847986800938,4501.910726544918,4561.867237741404,4570.476453717285
1504828800,4624.18,4679.99,4140,4350,3775.288415843762,4519.37776560993,4575.714518243314,4588.377635811524
1504915200,4350,4449.95,4180,4334.36,3795.8138295636277,4495.180941951368,4525.555736411467,4508.918423874349
1505001600,4334.36,4349.99,4139,4251.36,3815.0476213649267,4472.206521672601,4483.067794986696,4450.7322825829
1505088000,4251.36,4365,4111.14,4210.72,3830.6302063161793,4440.657018576516,4431.5771738785415,4384.274855055266
1505174400,4210.72,4375.37,4080,4164.52,3844.204841804887,4407.808873065585,4382.4978019055325,4326.423236703511
1505260800,4164.52,4174.53,3726,3855.32,3855.644668883284,4373.053319770502,4334.05829037097,4272.4554911356745
1505347200,3855.61,3923,3230.05,3250.4,3855.6434307088807,4299.132845517573,4227.73644806631,4133.50699409045
1505433600,3249.99,3894.48,2975.01,3740.02,3834.0129510407064,4149.2552961579195,4010.45945960713,3839.001329393633
1505520000,3740.02,4042.98,3600,3726.51,3830.6560599321097,4090.7931109925025,3950.361801916657,3806.007552929089
1505606400,3726.51,3841,3475.64,3719.97,3826.9365577916774,4038.752666565002,3900.616957046289,3779.5083686193925
1505692800,3719.98,4130,3717.56,4100,3823.116680727689,3993.213714198573,3860.4754110360027,3759.665579079595
1505779200,4100,4125.22,3850.44,3910.11,3833.0053707017,4008.468897884491,3913.7030974724466,3873.1103860530634
1505865600,3910.11,4044,3850.01,3872.06,3835.7591074623538,3994.417626758135,3912.9046313674585,3885.4435907020425
1505952000,3872.07,3903.57,3571,3617.47,3837.055925052984,3976.9393943641157,3903.8302688413564,3880.985727134695
1506038400,3617.47,3767.77,3509.79,3619.01,3829.213570586806,3925.586623740671,3840.194653543277,3793.14715142313
1506124800,3619.01,3818.89,3580,3787.33,3821.7063002087057,3881.7899632062895,3791.042508311438,3735.1014342820868
1506211200,3787.33,3789.36,3630.01,3669.01,3820.4785752012517,3868.295682748248,3790.2175064644516,3752.5109561880577
1506297600,3669.01,3969.37,3669.01,3919.78,3815.0689832297785,3839.8262994984984,3763.282505027907,3724.677304125372
1506384000,3919.98,3960,3854.29,3885.09,3818.8158052572862,3851.27682814157,3798.104170577261,3789.778202750248
1506470400,3885.09,4228.39,3880.36,4200,3821.182740783812,3856.107281264203,3817.4343548934253,3821.5488018334986
1506556800,4200,4269.95,4122,4189.42,3834.7119286129614,3905.234812512174,3902.4489426948862,3947.6992012223322
1506643200,4189.42,4212.99,4015.17,4156.99,3847.380074019641,3945.832696439006,3966.2202887626895,4028.2728008148883
1506729600,4156.99,4356.28,4143.52,4339,3858.4375713760824,3975.998025519148,4008.613557926536,4071.178533876592
1506816000,4339.01,4396.99,4256.92,4394.81,3875.600872398365,4027.8568790164127,4082.034989498417,4160.455689251062
1506902400,4394.81,4470,4354.23,4392.71,3894.1440555269946,4080.2787534426393,4151.540547387658,4238.573792834041
1506988800,4392.71,4419.95,4240,4307.99,3911.9499821153163,4124.911788665119,4205.13375907929,4289.952528556028
1507075200,4307.99,4344,4175.3,4214.84,3926.0942684683405,4151.065818855816,4227.990701506114,4295.965019037351
1507161600,4214.84,4365.21,4150.01,4320.04,3936.4066160230427,4160.176416162129,4225.068323393644,4268.923346024901
1507248000,4320.02,4407,4299.99,4362.99,3950.10709402222,4183.011213853253,4246.168695972835,4285.955564016601
1507334400,4363,4449.42,4320,4425,3964.853269235712,4208.723897588503,4272.131207978871,4311.637042677734
1507420800,4425,4612,4420.01,4603.49,3981.2870810487225,4239.620483647288,4306.102050650234,4349.42469511849
1507507200,4603.5,4875.39,4561,4769.55,4003.508971011268,4291.603271697675,4372.190483839071,4434.116463412326
1507593600,4769.55,4925.65,4701.53,4750,4030.867579189437,4359.881375740864,4460.492598541499,4545.927642274884
1507680000,4750,4869.97,4720.21,4814.99,4056.5508799326713,4415.612607777884,4524.827576643388,4613.95176151659
1507766400,4814.99,5440.92,4809.59,5440,4083.6379913636474,4472.666520952472,4589.308115167079,4680.964507677726
1507852800,5440,5867,5390,5624.8,4132.079491672089,4610.857017959262,4778.350756241061,4933.976338451817
1507939200,5624.87,5839.8,5567.86,5819.13,4185.393438398086,4755.716015393653,4966.466143743048,5164.274225634545
1508025600,5819.13,5849.83,5455.5,5693.7,4243.741172741012,4907.632298908846,5155.947000689037,5382.559483756363
1508112000,5693.7,5785.3,5575.55,5754.9,4295.52541657169,5019.927684779011,5275.447667202584,5486.272989170909
1508198400,5754.9,5769.99,5525,5594,4347.645937408415,5124.923729810581,5381.992630046454,5575.815326113939
1508284800,5593.97,5600,5102,5574.44,4392.157511072401,5191.9303398376405,5429.098712258353,5581.866884075959
1508371200,5574.02,5750,5529.44,5704.01,4434.366885676958,5246.514577003692,5461.303442867608,5579.251256050639
1508457600,5704,6063.99,5630,5989.1,4479.71092547421,5311.869637431736,5515.236011119251,5620.8341707004265
1508544000,5989.1,6189.1,5868.26,6024.86,4533.617678135845,5408.616832084345,5620.539119759417,5743.589447133618
1508630400,6024.85,6082.3,5755.95,6005.05,4586.87597534528,5496.650141786582,5710.385982035103,5837.342964755745
1508716800,6000.01,6057.02,5650.98,5905.99,4637.345047654377,5568.558692959928,5774.746874916191,5891.565309837163
1508803200,5906,5906,5462.19,5525.43,4682.654153095292,5616.764593965652,5803.914236045926,5896.376873224775
1508889600,5525.43,5765,5376.71,5739.97,4712.753290484746,5603.716794827702,5742.028850257942,5772.727915483184
1508976000,5739.97,6000,5701,5891.61,4749.439601538862,5623.181538423744,5741.5713279783995,5761.808610322123
1509062400,5891.61,5998,5708.8,5780,4790.231401483903,5661.528461506066,5774.91325509431,5805.075740214748
1509148800,5780,5894,5715,5752.01,4825.580280002335,5678.4529670052,5776.04364285113,5796.7171601431655
1509235200,5752.01,6298.99,5728,6140.01,4858.667055716537,5688.961114575885,5770.702833328657,5781.814773428777
1509321600,6140.01,6200,6028,6124.16,4904.429303726661,5753.396669636473,5852.771092588956,5901.213182285851
1509408000,6124.16,6472.13,6095.96,6445.01,4947.991114307852,5806.3628596884055,5913.079738680299,5975.528788190567
1509494400,6445.01,6784,6363.59,6783.69,5001.456074511143,5897.598165447204,6031.2864634180105,6132.022525460378
1509580800,6783.69,7445,6759,7039.98,5065.107286135745,6024.1827132404605,6198.48724932512,6349.245016973586
1509667200,7039.99,7449.99,6955.89,7170.01,5135.638811630897,6169.298039920394,6385.487860586204,6579.493344649057
1509753600,7170.01,7498,7011.1,7412.55,5208.294925501223,6312.256891360338,6559.82611378927,6776.332229766038
1509840000,7412.35,7630,7310,7392,5287.011178161893,6469.413049737433,6749.275866280543,6988.338153177358
1509926400,7391.95,7432.49,6900.73,6969.76,5362.187564656111,6601.2040426320855,6892.092340440422,7122.875435451572
1510012800,6969.76,7232.84,6968.49,7126.63,5419.600865918393,6653.854893684645,6909.35182034255,7071.836956967715
1510099200,7128.99,7898,7031.66,7467.96,5480.650477849878,6721.731337443981,6958.160304710872,7090.88797131181
1510185600,7467.97,7470.01,7079,7156,5551.626175069526,6828.33686066627,7071.451348108456,7216.58198087454
1510272000,7156,7350,6426,6577.62,5608.925240245614,6875.145880571088,7090.2399374176875,7196.387987249694
1510358400,6577.63,6894.99,6201.01,6346.7,5643.52183880827,6832.643611918075,6976.3266179915345,6990.135324833129
1510444800,6346.64,6486,5511.11,5886.35,5668.633201707975,6763.214524501207,6836.3962584378605,6775.636883222086
1510531200,5886.35,6841.45,5850,6535.87,5676.408801646976,6637.948163858177,6625.274867673892,6479.207922148057
1510617600,6535.87,6748,6450,6605,5707.103844445298,6623.3655690212945,6605.407119301916,6498.095281432038
1510704000,6605,7349,6605,7294,5739.171564286537,6620.741916303967,6605.3166483459345,6533.730187621359
1510790400,7294,7985.37,7130,7838.53,5794.701151276304,6716.921642546257,6758.357393157949,6787.153458414239
1510876800,7838.54,7988.5,7536,7714.71,5867.6953958735785,6877.152836468221,6998.397972456183,7137.615638942826
1510963200,7714.7,7847.98,7502,7777.01,5933.659846020951,6996.802431258475,7157.5762007992535,7329.977092628551
1511049600,7777.01,8098.62,7700,8031.82,5999.493780091631,7108.260655364407,7295.228156177197,7478.988061752368
1511136000,8031.83,8293.25,7969,8256.01,6072.07721651693,7240.199133169492,7458.917454804487,7663.268707834912
1511222400,8256.01,8375,7802.99,8109,6150.07481592704,7385.314971288136,7636.049131514601,7860.849138556608
1511308800,8109,8298.98,8103.13,8250,6220.036429643931,7488.698546818402,7741.149324511356,7943.566092371072
1511395200,8250,8274.98,8031.16,8031.16,6292.535128585219,7597.455897272916,7854.227252397722,8045.710728247382
1511481600,8031.16,8324,7900,8215.01,6354.6288739928905,7659.413626233928,7893.545640753783,8040.860485498254
1511568000,8215.01,8795.5,8203.98,8795.5,6421.071057064573,7738.784536771938,7964.98216503072,8098.910323665503
1511654400,8795.5,9596,8795.5,9401.11,6505.872090740839,7889.743888661661,8149.541683912783,8331.106882443668
1511740800,9401.11,9795,9401,9768.71,6609.273444642951,8105.653333138566,8427.66797637661,8687.774588295779
1511827200,9768.71,9989.95,9705.99,9949,6722.110464477131,8343.232856975914,8725.677314959585,9048.086392197185
1511913600,9949,11485,8595.55,9935.98,6837.3565193172335,8572.628163122212,8997.526800524121,9348.390928131457
1512000000,9920.81,10850,9135.6,9903,6947.4798579130465,8765.225568390468,9202.700844852094,9539.19728542097
1512086400,9903.01,10937,9517,10869.84,7053.034505844724,8927.766201477543,9358.325101551629,9660.468190280648
1512172800,10869.85,11100,10701,10930.24,7189.349344921698,9205.206744123609,9694.219523429045,10063.595460187098
1512259200,10930.24,11891,10601,11290,7322.952582603066,9451.640066391665,9968.890740444813,10352.476973458066
1512345600,11290,11650,10950,11643.98,7464.632847510099,9714.262914049998,10262.470575901521,10664.984648972044
1512432000,11643.99,11875,11532,11718.35,7613.895602956167,9989.938212042855,10569.47489236785,10991.319765981363
1512518400,11718.34,14425,11717.5,14090,7760.482902850589,10236.85275317959,10824.77824961944,11233.659843987576
1512604800,14090,19697,13500,17390.01,7986.53708489164,10787.30235986822,11550.383083037343,12185.77322932505
1512691200,17390.01,17777.69,13788.99,16367.03,8322.375403288366,11730.546308458474,12848.077953473488,13920.518819550032
1512777600,16367.03,16499,13550,15309.98,8609.684496028067,12392.901121535835,13630.067297146046,14736.022546366688
1512864000,15309.99,16300,13501,15290.01,8848.981121169922,12809.628104173573,14003.383453335813,14927.345030911125
1512950400,15290.01,17493,15200,16885.76,9079.017866842425,13163.96837500592,14289.300463705633,15048.23335394075
1513036800,16885.76,18149.99,16375,17730.12,9357.830085883767,13695.652892862216,14866.291471771048,15660.742235960499
1513123200,17730.12,17900,15700,16689.61,9656.840439959346,14272.005336739041,15502.697811377482,16350.534823973665
1513209600,16689.62,17199.6,16256,16749.78,9908.011138532225,14617.378860062036,15766.458297738041,16463.56321598244
1513296000,16749.79,17899,16745,17738.67,10152.360383584646,14922.009022910317,15984.976453796255,16558.972143988296
1513382400,17738.68,19797,17630,19650.01,10423.300369885195,15324.390591065987,16374.688352952642,16952.2080959922
1513468800,19650.02,19891.99,19010,19378.99,10752.826070960724,15942.33764948513,17102.539830074278,17851.478730661467
1513555200,19378.99,19385,18200,19039.01,11060.903354140699,16433.28798527297,17608.41764561333,18360.649153774313
1513641600,19039.01,19099,16800,17838.73,11345.83573434996,16805.53398737683,17926.327057699255,18586.769435849543
1513728000,17838.73,17890,14001,16496.89,11577.724815266032,16953.13341775157,17906.861044877198,18337.42295723303
1513814400,16496.9,17364.57,15151,15758.8,11753.409643292245,16887.957215215632,17593.53636823782,17723.91530482202
1513900800,15758.8,15974.95,10400,14210.57,11896.45929888895,16726.6490416134,17185.81717529608,17068.876869881347
1513987200,14229.47,16261,13750,15075.89,11979.781109642918,16369.909178525771,16528.851136341396,16122.407913254232
1514073600,15075.89,15109.27,13210,14221.94,12090.356427155672,16185.049295879233,16205.970883821086,15773.568608836154
1514160000,14221.93,14774,13450,14171.98,12166.484054757255,15904.6036821822,15765.072909638622,15256.355739224104
1514246400,14171.99,16148,14171.98,15790.88,12238.109267087353,15657.087441870457,15411.054485274484,14894.900492816068
1514332800,15790.88,16490,14524.37,15367.08,12364.993936119947,15676.200664460392,15495.460155213488,15193.560328544045
1514419200,15360.01,15489,13500,14450.01,12471.958795544235,15631.03056953748,15465.360120721602,15249.043552362697
1514505600,14450.01,15105.34,14041.81,14565.05,12542.603481417655,15462.31334531784,15239.726760561245,14982.699034908464
1514592000,14565.04,14639.79,12500,12839.99,12614.83335708131,15334.131438843862,15089.796369325413,14843.479356605643
1514678400,12839.98,14280.26,12633.8,13863.13,12622.87430861412,14977.824090437596,14589.837176141988,14175.646237737095
1514764800,13863.14,13889,12952.5,13480.01,12667.169511877903,14818.583506089368,14428.348914777102,14071.47749182473
1514851200,13480,15275,13005,14781.51,12696.199172167977,14627.357290933744,14217.6047114933,13874.318327883153
1514937600,14781.52,15400,14628,15098.14,12770.674916019121,14649.380535086066,14342.919220050346,14176.718885255435
1515024000,15098.23,15400,14230,15144.99,12853.801883304153,14713.501887216627,14510.766060039157,14483.889256836957
1515110400,15145,17178,14819.78,16960.01,12935.630387471861,14775.14447475711,14651.706935586011,14704.259504557971
1515196800,16960.01,17174,16251.01,17098.99,13079.358230776437,15087.268121220379,15164.663172122453,15456.17633637198
1515283200,17099,17115.01,15755.01,16174.22,13222.916865391564,15374.658389617467,15594.515800539686,16003.784224247987
1515369600,16174.22,16275,14000,14993.74,13328.320548770436,15488.881476814971,15723.33895597531,16060.596149498659
1515456000,14993.73,15384,14230,14480.99,13387.79945774292,15418.14555155569,15561.203632425242,15704.974099665773
1515542400,14481,14875.18,13550.01,14875.18,13426.842334252102,15284.267615619163,15321.158380775189,15296.982733110515
1515628800,14875.17,14970,12800.01,13308.06,13478.568322314526,15225.82509910214,15222.049851714035,15156.378488740344
1515715200,13308.06,14080.83,12900,13820,13472.478739374721,14951.858656373262,14796.71877355536,14540.272325826896
1515801600,13820,14500,13792.25,14187.95,13484.890212968481,14790.164562605654,14579.670157209724,14300.181550551264
1515888000,14187.94,14332.85,13110,13656.23,13509.999133933892,14704.132482233417,14492.619011163119,14262.767700367509
1515974400,13656.23,14253,13416,13590,13515.221664864825,14554.432127628643,14306.754786460204,14060.588466911673
1516060800,13590,13643.66,9928.62,11570.01,13517.89231969108,14416.656109395979,14147.475945024604,13903.725644607783
1516147200,11570.01,12358.89,9005,11200.01,13448.325093987827,14009.992379482268,13574.705735019137,13125.820429738522
1516233600,11204.64,12123.1,10687.21,11305.53,13368.193483488261,13609.227753841944,13048.02446057044,12485.426953159014
1516320000,11305.53,11973.99,11050,11498.99,13294.526930506538,13280.128074721666,12660.803469332564,12092.127968772676
1516406400,11499,12985.55,11498.99,12762.8,13230.400968702732,13025.681206904284,12402.624920591994,11894.418645848451
1516492800,12762.8,12762.8,11118,11518.17,13213.700934106206,12988.126748775101,12482.663827127106,12183.8790972323
1516579200,11518.17,11849,10025,10766.7,13153.146257888127,12778.132927521516,12268.331865543305,11961.976064821534
1516665600,10766.7,11370,9945,10824.94,13067.916034392123,12490.785366447013,11934.63589542257,11563.550709881023
1516752000,10824.95,11450,10450,11356.79,12987.810104592405,12252.808885526012,11688.03902977311,11317.350473254015
1516838400,11356.8,11690,10851,11118,12929.559743714104,12124.807616165153,11614.430356490197,11330.500315502677
1516924800,11118,11570,10305,11086.89,12864.8611814386,11980.977956712988,11504.112499492376,11259.666877001784
